
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
OB_2,1_10_119_114_45_270.avi	175	110	32	0	12	0	1.3596 2.3595 	0
OC_4,10_10_229_344_0_315.avi	142	110	43	41	34	14	1.072 4.5601 	2.1222 3.3758 
NO_4,1_10_1_229_0_22.5.avi	242	110	34	14	43	14	1.2459 4.03 	1.7191 2.6706 
OB_OC_4,10_10_1_114_0_135.avi	267	110	42	14	2	14	2.7253 	1.3814 5.3822 
OC_4,1_10_1_229_45_135.avi	188	110	41	31	14	13	2.0472 3.7038 	1.2079 2.8805 
OB_OC_2,1_10_1_229_45_270.avi	126	110	41	0	3	3	2.1094 	1.2945 
OC_4,1_1_1_119_0_180.avi	54	110	12	31	23	13	1.9336 3.7264 	1.2629 2.7595 
OC_4,1_10_1_1_0_202.5.avi	211	110	123	1	312	1	1.1115 1.7732 3.0378 	2.429 
OB_4,1_10_119_229_45_45.avi	95	110	3412	0	1243	0	0.96847 1.6891 2.7203 3.8154 	0
OB_OC_2,1_10_1_1_45_180.avi	17	110	2	4	2	4	2.3493 	1.4126 
OB_2,1_10_1_344_45_315.avi	272	110	12	0	21	0	1.4799 2.3338 	0
OB_OC_2,10_10_114_344_0_135.avi	88	110	1	4	1	4	0.97111 	1.7879 
OB_OC_4,1_7_1_1_45_90.avi	160	110	34	32	4	342	4.1586 	1.2778 2.0951 3.1269 
OB_OC_4,1_10_1_114_45_270.avi	248	110	412	1	41112	1	1.1918 2.1044 2.5517 3.8492 6.4882 	5.3268 
NO_4,1_10_119_344_45_90.avi	130	110	31	41	13	14	1.3315 3.4598 	2.4276 4.0428 
OC_2,10_10_1_344_0_0.avi	266	110	0	41	0	14	0	1.0664 1.9536 
OC_2,1_10_1_114_45_315.avi	143	110	2	1	2	1	2.0391 	1.1255 
OC_2,10_10_114_229_0_90.avi	247	110	1	4	41	0	1.2695 2.2354 	0
OC_2,1_1_1_119_0_270.avi	254	110	4	1	4	1	1.1151 	1.7225 
OB_2,1_10_119_114_45_180.avi	160	110	31	0	13	0	1.2884 2.55 	0
NO_2,1_10_1_114_45_90.avi	8	110	4	1	4	1	1.7321 	0.91473 
OB_OC_2,10_10_1_114_0_315.avi	120	110	4	4	4	4	1.1679 	2.3209 
OC_2,10_10_229_344_0_270.avi	153	110	3	1	3	1	1.8733 	1.2335 
OB_4,1_10_1_229_45_0.avi	98	110	34	42	34	24	1.0253 3.1537 	1.6113 2.4755 
OB_OC_2,1_10_1_344_45_225.avi	71	110	34	0	34	0	1.254 2.2049 	0
OB_2,1_10_1_114_45_180.avi	296	110	1	1	1	1	2.0655 	1.0657 
NO_4,1_10_1_1_0_157.5.avi	155	110	234	2	134	2	0.89445 1.7013 4.1418 	3.3016 
OC_4,1_10_119_344_45_90.avi	320	110	31	41	31	14	1.5126 2.8636 	0.81598 2.135 
OB_2,1_7_1_1_45_270.avi	141	110	34	0	43	0	1.2197 2.1487 	0
OB_4,1_10_1_1_45_225.avi	277	110	41	14	24	14	2.4852 4.0036 	1.1652 3.3344 
OC_4,10_10_1_229_0_22.5.avi	143	110	1	134	1	314	2.4683 	1.0032 1.7801 3.3493 
OB_OC_4,1_1_1_119_0_45.avi	292	110	41	34	432	2	1.0076 1.9741 3.5434 	2.7744 
NO_4,10_10_114_229_0_90.avi	272	110	1	432	1	432	2.0757 	1.0609 2.6836 3.4535 
NO_2,10_10_1_344_0_0.avi	136	110	0	41	0	14	0	0.64902 1.6648 
NO_4,1_10_1_229_45_0.avi	78	110	12	31	12	31	1.5426 2.2951 	1.0309 2.9837 
NO_2,10_10_114_344_0_270.avi	285	110	1	4	1	4	1.0897 	2.6027 
NO_2,1_10_119_1_45_315.avi	342	110	3	1	1	1	2.3116 	1.3581 
NO_2,10_10_114_229_0_225.avi	118	110	0	43	0	34	0	1.2901 2.2346 
OC_4,1_10_1_114_45_0.avi	242	110	412	1	124	1	0.95103 1.7749 3.2315 	2.5049 
NO_2,10_10_1_114_0_225.avi	158	110	1	1	1	1	1.3201 	2.5823 

