
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
OB_2,1_10_119_114_45_270.avi	175	110	32	0	2	4	1.4333 	2.4751 
OC_4,10_10_229_344_0_315.avi	142	110	43	41	34	14	1.1184 2.8705 	1.9737 4.0064 
NO_4,1_10_1_229_0_22.5.avi	242	110	34	14	34	41	1.2002 3.6712 	2.2639 3.1994 
OB_OC_4,10_10_1_114_0_135.avi	267	110	42	14	24	14	3.3543 4.4339 	1.3786 2.3958 
OC_4,1_10_1_229_45_135.avi	188	110	41	31	34	31	1.362 3.3537 	2.5862 4.2887 
OB_OC_2,1_10_1_229_45_270.avi	126	110	41	0	1	3	3.7048 	1.5061 
OC_4,1_1_1_119_0_180.avi	54	110	12	31	12	31	1.2147 2.8788 	2.0311 3.9016 
OC_4,1_10_1_1_0_202.5.avi	211	110	123	1	2213	1	1.2363 2.1638 4.4347 5.1872 	3.3636 
OB_4,1_10_119_229_45_45.avi	95	110	3412	0	314	1	1.6669 2.7959 5.2763 	3.9229 
OB_OC_2,1_10_1_1_45_180.avi	17	110	2	4	2	4	1.7242 	2.9883 
OB_2,1_10_1_344_45_315.avi	272	110	12	0	21	0	1.2437 2.5257 	0
OB_OC_2,10_10_114_344_0_135.avi	88	110	1	4	1	4	2.5075 	1.2912 
OB_OC_4,1_7_1_1_45_90.avi	160	110	34	32	421	1	6.9635 8.0043 10.3471 	11.4436 
OB_OC_4,1_10_1_114_45_270.avi	248	110	412	1	432	1	1.7709 2.868 3.7641 	5.0263 
NO_4,1_10_119_344_45_90.avi	130	110	31	41	13	14	1.9579 4.0878 	0.8379 3.2874 
OC_2,10_10_1_344_0_0.avi	266	110	0	41	0	14	0	1.0501 1.9228 
OC_2,1_10_1_114_45_315.avi	143	110	2	1	2	1	2.1151 	0.99447 
OC_2,10_10_114_229_0_90.avi	247	110	1	4	1	4	1.215 	2.152 
OC_2,1_1_1_119_0_270.avi	254	110	4	1	4	1	1.5142 	2.3445 
OB_2,1_10_119_114_45_180.avi	160	110	31	0	13	0	1.433 2.6334 	0
NO_2,1_10_1_114_45_90.avi	8	110	4	1	4	1	1.4413 	2.312 
OB_OC_2,10_10_1_114_0_315.avi	120	110	4	4	4	4	1.3343 	2.6936 
OC_2,10_10_229_344_0_270.avi	153	110	3	1	3	1	1.4134 	2.2447 
OB_4,1_10_1_229_45_0.avi	98	110	34	42	34	24	1.036 3.5319 	1.9715 4.7461 
OB_OC_2,1_10_1_344_45_225.avi	71	110	34	0	4	1	1.7961 	5.5477 
OB_2,1_10_1_114_45_180.avi	296	110	1	1	1	1	1.4784 	2.5575 
NO_4,1_10_1_1_0_157.5.avi	155	110	234	2	243	2	1.4659 2.6897 5.018 	3.8521 
OC_4,1_10_119_344_45_90.avi	320	110	31	41	13	14	2.2405 3.2948 	0.95936 3.9515 
OB_2,1_7_1_1_45_270.avi	141	110	34	0	34	0	1.1298 2.5515 	0
OB_4,1_10_1_1_45_225.avi	277	110	41	14	41	41	2.126 4.205 	1.358 3.1253 
OC_4,10_10_1_229_0_22.5.avi	143	110	1	134	1	341	3.5363 	1.0574 2.3355 5.1205 
OB_OC_4,1_1_1_119_0_45.avi	292	110	41	34	24	21	2.4466 5.11 	1.4962 3.815 
NO_4,10_10_114_229_0_90.avi	272	110	1	432	1	243	4.6412 	1.1999 2.5608 3.8259 
NO_2,10_10_1_344_0_0.avi	136	110	0	41	0	14	0	1.3202 2.6636 
NO_4,1_10_1_229_45_0.avi	78	110	12	31	21	31	3.2609 4.4348 	1.1565 2.2526 
NO_2,10_10_114_344_0_270.avi	285	110	1	4	1	4	1.2654 	2.2663 
NO_2,1_10_119_1_45_315.avi	342	110	3	1	3	1	1.3597 	2.3042 
NO_2,10_10_114_229_0_225.avi	118	110	0	43	0	34	0	1.0564 2.337 
OC_4,1_10_1_114_45_0.avi	242	110	412	1	41	14	2.2861 5.0039 	1.1486 3.6939 
NO_2,10_10_1_114_0_225.avi	158	110	1	1	1	1	1.9754 	1.0953 

