
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
NO_2,10_10_1_114_0_90.avi	150	110	12	0	21	0	1.622 3.0054 	0
OC_2,1_1_1_119_0_135.avi	304	110	2	1	2	1	2.2587 	1.4522 
OC_2,1_10_119_1_45_180.avi	300	110	1	1	3	1	1.159 	2.321 
OB_OC_2,1_10_1_114_45_0.avi	93	110	3	4	3	4	2.798 	1.3833 
OB_OC_4,1_10_119_1_45_315.avi	221	110	412	4	324	4	2.2158 3.3209 4.384 	1.0559 
OB_OC_2,1_10_1_114_45_45.avi	210	110	2	1	2	1	2.5982 	1.4966 
NO_2,10_10_114_229_0_90.avi	195	110	1	4	1	4	2.6162 	1.4398 
OC_2,10_10_229_344_0_135.avi	314	110	4	1	4	1	1.9782 	0.96786 
OB_4,1_10_1_229_45_180.avi	96	110	312	4	213	4	1.2512 3.5247 4.4901 	2.4111 
OB_OC_4,1_10_1_229_45_90.avi	115	110	3412	0	3412	0	1.2233 2.8001 4.1595 5.1603 	0
OB_2,10_10_1_114_0_225.avi	43	110	4	4	4	4	2.1469 	1.1241 
OB_2,1_10_1_1_45_90.avi	339	110	1	1	1	1	1.7514 	2.9926 
OB_OC_2,10_10_1_114_0_0.avi	233	110	4	1	1	3	1.7754 	6.1194 
OB_OC_4,10_10_1_229_0_0.avi	173	110	142	3	412	3	2.6194 3.9783 5.3157 	1.2989 
OC_2,1_10_1_114_45_180.avi	231	110	42	0	42	0	1.7826 3.1804 	0
NO_2,10_10_229_344_0_315.avi	197	110	4	4	4	4	2.6435 	1.2682 
NO_4,1_1_1_119_0_180.avi	234	110	12	31	32	31	1.3642 3.7967 	2.5984 4.772 
OB_OC_4,10_10_114_229_0_315.avi	196	110	14	43	41	34	1.886 2.9158 	1.0298 3.6693 
NO_4,1_10_1_1_0_202.5.avi	260	110	123	1	2213	1	1.3433 2.2863 6.6786 7.6944 	5.2155 
OC_2,10_10_1_114_0_315.avi	189	110	1	1	1	1	1.2167 	2.5267 
NO_2,1_10_1_1_45_0.avi	358	110	12	0	12	0	1.1576 2.1549 	0
OB_4,10_10_229_344_0_0.avi	79	110	43	41	43	41	2.6939 6.2953 	1.6542 4.0149 
OB_4,1_10_119_229_45_315.avi	39	110	3412	0	1243	0	1.3465 2.5039 3.6903 4.546 	0
OB_2,7_10_1_114_45_90.avi	40	110	4	1	4	1	1.1244 	2.0824 
OB_4,1_10_1_114_45_180.avi	23	110	31	14	13	41	1.8142 2.9651 	0.87068 3.775 
OB_OC_4,1_10_1_1_45_180.avi	146	110	12	42	231	2	3.1903 4.4391 7.678 	1.6469 
OB_OC_4,1_10_119_229_45_90.avi	162	110	412	4	214	4	1.4895 3.2892 5.1214 	2.5776 
OB_2,10_10_229_344_0_90.avi	132	110	4	4	4	4	1.4017 	2.2569 
OB_OC_2,1_10_119_1_45_315.avi	275	110	1	4	3	4	1.0311 	1.9327 
NO_2,1_1_1_119_0_180.avi	227	110	1	3	1	3	1.1742 	2.1406 
OB_2,10_10_114_344_0_0.avi	278	110	4	1	4	1	2.3091 	1.3332 
NO_4,1_10_1_229_0_112.5.avi	336	110	234	3	234	3	1.5271 2.6541 4.8383 	3.7761 
OB_4,1_10_1_344_45_180.avi	351	110	312	4	312	4	2.7809 3.9727 4.7706 	1.612 
OB_4,10_10_1_114_0_270.avi	70	110	143	4	431	4	1.3449 2.0172 4.7379 	3.6972 
OB_OC_2,1_10_1_1_45_135.avi	50	110	1	1	1	1	1.4963 	2.7998 
OB_4,10_10_114_229_0_270.avi	251	110	143	4	431	4	1.1188 2.1251 3.1434 	3.687 
OB_OC_2,1_10_1_229_45_135.avi	34	110	32	0	23	0	1.4192 2.6115 	0
NO_4,10_10_1_229_0_157.5.avi	190	110	12	34	21	43	1.5229 3.7166 	2.2924 4.685 
NO_2,1_1_1_119_0_270.avi	191	110	4	1	4	1	1.0195 	1.9655 
NO_2,1_10_1_229_45_135.avi	311	110	41	0	41	0	1.4253 2.2511 	0

