
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
NO_2,10_10_1_114_0_90.avi	150	110	12	0	12	0	1.1317 2.3558 	0
OC_2,1_1_1_119_0_135.avi	304	110	2	1	2	1	1.2585 	2.3047 
OC_2,1_10_119_1_45_180.avi	300	110	1	1	1	1	2.4044 	1.2699 
OB_OC_2,1_10_1_114_45_0.avi	93	110	3	4	1	4	1.9482 	0.99771 
OB_OC_4,1_10_119_1_45_315.avi	221	110	412	4	423	4	1.2737 1.9479 3.8428 	2.9059 
OB_OC_2,1_10_1_114_45_45.avi	210	110	2	1	24	0	1.1383 2.1606 	0
NO_2,10_10_114_229_0_90.avi	195	110	1	4	1	4	1.254 	2.3915 
OC_2,10_10_229_344_0_135.avi	314	110	4	1	4	1	1.7292 	0.89439 
OB_4,1_10_1_229_45_180.avi	96	110	312	4	23	24	2.2331 3.6635 	1.2101 3.0011 
OB_OC_4,1_10_1_229_45_90.avi	115	110	3412	0	314	0	1.0127 1.7473 3.0035 	0
OB_2,10_10_1_114_0_225.avi	43	110	4	4	4	4	1.212 	2.1715 
OB_2,1_10_1_1_45_90.avi	339	110	1	1	1	1	1.6404 	3.0631 
OB_OC_2,10_10_1_114_0_0.avi	233	110	4	1	1	4	1.7632 	0.7803 
OB_OC_4,10_10_1_229_0_0.avi	173	110	142	3	24	32	1.8646 2.5597 	1.2801 3.1921 
OC_2,1_10_1_114_45_180.avi	231	110	42	0	24	0	1.5379 2.7791 	0
NO_2,10_10_229_344_0_315.avi	197	110	4	4	4	4	2.4824 	1.3688 
NO_4,1_1_1_119_0_180.avi	234	110	12	31	3	132	2.2057 	1.156 3.2435 5.4914 
OB_OC_4,10_10_114_229_0_315.avi	196	110	14	43	13	43	0.76838 3.3844 	1.5194 2.4579 
NO_4,1_10_1_1_0_202.5.avi	260	110	123	1	213	1	1.4631 3.2713 4.1734 	2.256 
OC_2,10_10_1_114_0_315.avi	189	110	1	1	1	1	2.7644 	1.589 
NO_2,1_10_1_1_45_0.avi	358	110	12	0	12	0	1.852 2.6918 	0
OB_4,10_10_229_344_0_0.avi	79	110	43	41	413	4	1.1503 2.7082 4.0386 	1.9332 
OB_4,1_10_119_229_45_315.avi	39	110	3412	0	1324	0	1.2293 2.3493 3.0549 3.9515 	0
OB_2,7_10_1_114_45_90.avi	40	110	4	1	4	1	0.97898 	1.8192 
OB_4,1_10_1_114_45_180.avi	23	110	31	14	31	14	2.4906 3.0995 	1.5875 3.7882 
OB_OC_4,1_10_1_1_45_180.avi	146	110	12	42	2	241	3.0683 	1.1633 2.0924 3.6293 
OB_OC_4,1_10_119_229_45_90.avi	162	110	412	4	421	4	1.6556 2.5353 3.5097 	4.1265 
OB_2,10_10_229_344_0_90.avi	132	110	4	4	4	4	1.329 	2.435 
OB_OC_2,1_10_119_1_45_315.avi	275	110	1	4	1	4	2.5014 	1.4218 
NO_2,1_1_1_119_0_180.avi	227	110	1	3	1	3	2.09 	1.2976 
OB_2,10_10_114_344_0_0.avi	278	110	4	1	41	0	1.4612 2.6306 	0
NO_4,1_10_1_229_0_112.5.avi	336	110	234	3	423	3	1.2814 2.7465 3.7453 	1.979 
OB_4,1_10_1_344_45_180.avi	351	110	312	4	312	4	2.0975 2.9717 4.0339 	1.4261 
OB_4,10_10_1_114_0_270.avi	70	110	143	4	341	4	1.0955 1.7288 3.5046 	2.8493 
OB_OC_2,1_10_1_1_45_135.avi	50	110	1	1	1	1	1.3571 	2.4073 
OB_4,10_10_114_229_0_270.avi	251	110	143	4	341	4	2.0918 2.9501 4.2765 	5.0116 
OB_OC_2,1_10_1_229_45_135.avi	34	110	32	0	23	0	1.7586 3.1738 	0
NO_4,10_10_1_229_0_157.5.avi	190	110	12	34	12	34	3.0301 4.222 	1.7261 4.9725 
NO_2,1_1_1_119_0_270.avi	191	110	4	1	4	1	1.4703 	2.6233 
NO_2,1_10_1_229_45_135.avi	311	110	41	0	14	0	1.4104 2.9478 	0

