
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
OB_2,1_10_119_114_45_270.avi	175	110	32	0	3	1	3.2732 	2.1223 
OC_4,10_10_229_344_0_315.avi	142	110	43	41	314	1	1.1703 2.8648 3.6432 	2.0016 
NO_4,1_10_1_229_0_22.5.avi	242	110	34	14	34	41	1.4438 3.6035 	2.2047 3.06 
OB_OC_4,10_10_1_114_0_135.avi	267	110	42	14	42	13	2.3056 3.3369 	1.3442 4.1841 
OC_4,1_10_1_229_45_135.avi	188	110	41	31	43	31	2.6034 4.9397 	1.9178 3.2677 
OB_OC_2,1_10_1_229_45_270.avi	126	110	41	0	1	3	1.8495 	2.946 
OC_4,1_1_1_119_0_180.avi	54	110	12	31	12	31	1.5772 2.8264 	2.0679 4.0661 
OC_4,1_10_1_1_0_202.5.avi	211	110	123	1	213	1	1.4796 3.225 4.1047 	2.5129 
OB_4,1_10_119_229_45_45.avi	95	110	3412	0	41	12	2.5506 5.6299 	1.3917 4.9432 
OB_OC_2,1_10_1_1_45_180.avi	17	110	2	4	2	4	1.8258 	1.2534 
OB_2,1_10_1_344_45_315.avi	272	110	12	0	12	0	1.4524 2.1501 	0
OB_OC_2,10_10_114_344_0_135.avi	88	110	1	4	1	4	1.2745 	2.2494 
OB_OC_4,1_7_1_1_45_90.avi	160	110	34	32	14	23	5.1936 6.3535 	1.6401 3.4318 
OB_OC_4,1_10_1_114_45_270.avi	248	110	412	1	124	1	0.93667 2.32 3.2814 	1.3211 
NO_4,1_10_119_344_45_90.avi	130	110	31	41	312	4	1.3541 3.265 6.441 	2.2567 
OC_2,10_10_1_344_0_0.avi	266	110	0	41	0	14	0	1.8367 2.5992 
OC_2,1_10_1_114_45_315.avi	143	110	2	1	2	1	2.0441 	1.2776 
OC_2,10_10_114_229_0_90.avi	247	110	1	4	1	4	2.2834 	1.3554 
OC_2,1_1_1_119_0_270.avi	254	110	4	1	4	1	1.7738 	1.1096 
OB_2,1_10_119_114_45_180.avi	160	110	31	0	13	0	1.1418 2.3167 	0
NO_2,1_10_1_114_45_90.avi	8	110	4	1	4	1	1.9502 	1.078 
OB_OC_2,10_10_1_114_0_315.avi	120	110	4	4	4	4	2.0809 	0.97686 
OC_2,10_10_229_344_0_270.avi	153	110	3	1	3	1	1.7766 	1.1358 
OB_4,1_10_1_229_45_0.avi	98	110	34	42	43	42	1.5318 3.7304 	2.3406 3.0981 
OB_OC_2,1_10_1_344_45_225.avi	71	110	34	0	43	0	1.6094 3.0655 	0
OB_2,1_10_1_114_45_180.avi	296	110	1	1	1	1	1.3957 	2.219 
NO_4,1_10_1_1_0_157.5.avi	155	110	234	2	423	2	1.8426 2.7701 3.5321 	1.1409 
OC_4,1_10_119_344_45_90.avi	320	110	31	41	13	41	1.2128 2.4924 	2.0042 3.596 
OB_2,1_7_1_1_45_270.avi	141	110	34	0	4	1	2.6145 	1.1983 
OB_4,1_10_1_1_45_225.avi	277	110	41	14	14	14	1.1478 3.5554 	1.8031 2.9406 
OC_4,10_10_1_229_0_22.5.avi	143	110	1	134	1	314	2.794 	1.123 2.0111 4.0915 
OB_OC_4,1_1_1_119_0_45.avi	292	110	41	34	413	2	2.6321 3.815 4.3276 	1.367 
NO_4,10_10_114_229_0_90.avi	272	110	1	432	1	423	3.6605 	1.1955 2.2108 2.8756 
NO_2,10_10_1_344_0_0.avi	136	110	0	41	0	14	0	0.74282 1.608 
NO_4,1_10_1_229_45_0.avi	78	110	12	31	21	13	1.7464 2.6814 	0.95451 3.4095 
NO_2,10_10_114_344_0_270.avi	285	110	1	4	1	4	1.981 	1.0535 
NO_2,1_10_119_1_45_315.avi	342	110	3	1	1	1	1.2828 	2.5644 
NO_2,10_10_114_229_0_225.avi	118	110	0	43	0	43	0	1.1611 2.3467 
OC_4,1_10_1_114_45_0.avi	242	110	412	1	124	1	1.1278 1.831 3.1988 	2.5366 
NO_2,10_10_1_114_0_225.avi	158	110	1	1	1	1	0.97174 	2.3406 

