
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
NO_2,10_10_1_114_0_90.avi	150	110	12	0	12	0	1.3103 2.1586 	0
OC_2,1_1_1_119_0_135.avi	304	110	2	1	2	1	2.1865 	3.0103 
OC_2,1_10_119_1_45_180.avi	300	110	1	1	3	1	1.5045 	2.1996 
OB_OC_2,1_10_1_114_45_0.avi	93	110	3	4	2	4	2.796 	1.676 
OB_OC_4,1_10_119_1_45_315.avi	221	110	412	4	124	4	3.1324 3.8281 4.5651 	1.9012 
OB_OC_2,1_10_1_114_45_45.avi	210	110	2	1	2	1	3.3011 	2.1906 
NO_2,10_10_114_229_0_90.avi	195	110	1	4	1	4	3.222 	1.6158 
OC_2,10_10_229_344_0_135.avi	314	110	4	1	4	1	1.5605 	2.4077 
OB_4,1_10_1_229_45_180.avi	96	110	312	4	312	4	1.6498 2.3639 4.235 	3.076 
OB_OC_4,1_10_1_229_45_90.avi	115	110	3412	0	314	2	1.7084 2.7976 4.7967 	7.1414 
OB_2,10_10_1_114_0_225.avi	43	110	4	4	4	4	1.871 	3.575 
OB_2,1_10_1_1_45_90.avi	339	110	1	1	1	1	2.0915 	3.0834 
OB_OC_2,10_10_1_114_0_0.avi	233	110	4	1	41	0	1.7231 2.8765 	0
OB_OC_4,10_10_1_229_0_0.avi	173	110	142	3	421	3	1.4343 2.107 4.7301 	3.3692 
OC_2,1_10_1_114_45_180.avi	231	110	42	0	24	0	1.5022 2.6482 	0
NO_2,10_10_229_344_0_315.avi	197	110	4	4	4	4	3.4758 	1.8105 
NO_4,1_1_1_119_0_180.avi	234	110	12	31	32	31	2.4589 4.0596 	3.2533 4.8435 
OB_OC_4,10_10_114_229_0_315.avi	196	110	14	43	41	34	2.6558 3.8387 	1.9986 4.5663 
NO_4,1_10_1_1_0_202.5.avi	260	110	123	1	312	1	1.488 2.0885 3.6069 	2.8798 
OC_2,10_10_1_114_0_315.avi	189	110	1	1	1	1	3.321 	2.2787 
NO_2,1_10_1_1_45_0.avi	358	110	12	0	32	0	1.025 2.0233 	0
OB_4,10_10_229_344_0_0.avi	79	110	43	41	34	14	3.4444 4.6851 	1.885 5.5239 
OB_4,1_10_119_229_45_315.avi	39	110	3412	0	4213	0	1.706 2.802 3.9954 5.1543 	0
OB_2,7_10_1_114_45_90.avi	40	110	4	1	4	1	1.2384 	2.1125 
OB_4,1_10_1_114_45_180.avi	23	110	31	14	13	41	2.6498 3.3071 	1.443 4.0666 
OB_OC_4,1_10_1_1_45_180.avi	146	110	12	42	32	21	2.7102 3.9584 	1.5677 4.8784 
OB_OC_4,1_10_119_229_45_90.avi	162	110	412	4	14	43	2.1529 5.0238 	1.721 3.4719 
OB_2,10_10_229_344_0_90.avi	132	110	4	4	4	4	3.2008 	2.3445 
OB_OC_2,1_10_119_1_45_315.avi	275	110	1	4	1	4	2.1887 	1.4367 
NO_2,1_1_1_119_0_180.avi	227	110	1	3	1	3	1.8279 	2.4019 
OB_2,10_10_114_344_0_0.avi	278	110	4	1	4	1	3.0127 	1.6788 
NO_4,1_10_1_229_0_112.5.avi	336	110	234	3	423	3	1.7831 3.4796 4.3523 	2.3266 
OB_4,1_10_1_344_45_180.avi	351	110	312	4	312	4	2.0741 2.7553 3.4829 	1.4263 
OB_4,10_10_1_114_0_270.avi	70	110	143	4	143	4	2.5421 3.4133 3.7893 	1.7098 
OB_OC_2,1_10_1_1_45_135.avi	50	110	1	1	1	1	2.019 	2.7336 
OB_4,10_10_114_229_0_270.avi	251	110	143	4	341	4	1.7569 2.444 4.1161 	3.4539 
OB_OC_2,1_10_1_229_45_135.avi	34	110	32	0	23	0	1.6659 5.0898 	0
NO_4,10_10_1_229_0_157.5.avi	190	110	12	34	21	43	0.7973 2.6923 	1.5014 3.2847 
NO_2,1_1_1_119_0_270.avi	191	110	4	1	4	1	2.0872 	1.3751 
NO_2,1_10_1_229_45_135.avi	311	110	41	0	14	0	1.456 2.8808 	0

