
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
NO_2,1_10_1_1_45_315.avi	278	110	12	0	12	0	4.5765 5.9511 	0
NO_2,1_10_119_344_45_90.avi	117	110	3	4	3	4	2.9565 	4.01 
OB_4,1_10_1_344_45_315.avi	283	110	3412	0	3124	0	2.6244 3.5758 5.0379 6.3189 	0
OB_2,10_10_114_229_0_135.avi	170	110	14	0	41	0	2.2095 3.5141 	0
NO_4,10_10_229_344_0_315.avi	13	110	43	41	43	41	2.1586 5.4801 	3.2716 4.3512 
OB_2,1_10_1_1_45_0.avi	64	110	0	14	0	14	0	2.3955 3.9254 
OC_4,1_10_119_344_0_247.5.avi	260	110	13	23	13	32	2.0616 4.8302 	2.7647 3.8144 
OB_OC_4,1_10_119_114_45_225.avi	171	110	342	1	341	1	2.4111 4.0108 6.6434 	5.5488 
OC_4,1_10_119_344_45_90.avi	55	110	31	41	31	14	3.0105 5.1603 	1.9618 3.9769 
OB_4,1_10_119_229_45_225.avi	123	110	342	4	324	4	2.1918 3.7122 5.5837 	4.6702 
NO_2,10_10_1_114_0_270.avi	219	110	2	1	2	1	2.694 	3.8065 
OB_2,1_10_1_1_45_225.avi	70	110	1	4	1	4	3.4008 	2.001 
OC_4,1_10_1_1_0_157.5.avi	266	110	234	2	324	2	2.7571 3.8845 5.8613 	5.0764 
OB_4,10_10_1_114_0_90.avi	88	110	43	14	34	41	4.2734 5.0493 	2.9529 6.0636 
OB_OC_2,1_10_119_344_45_135.avi	331	110	32	0	43	0	2.049 3.3366 	0
OB_2,1_10_119_114_45_135.avi	97	110	12	0	2	1	4.133 	1.9803 
OC_4,1_10_1_1_0_247.5.avi	276	110	123	1	213	1	3.5372 4.2573 5.0328 	2.3783 
OB_OC_2,10_10_1_114_0_180.avi	68	110	14	0	41	0	1.8018 2.7448 	0
OB_OC_4,10_10_114_229_0_0.avi	104	110	14	32	13	23	2.9561 4.3255 	4.8915 6.1247 
OC_2,1_10_1_114_45_90.avi	33	110	4	1	4	1	2.2944 	1.3405 
OC_2,10_10_114_229_0_225.avi	208	110	0	43	0	43	0	1.8054 3.1992 
NO_4,10_10_1_229_0_90.avi	247	110	12	43	21	43	2.1769 4.4309 	1.1292 3.3373 
OB_4,10_10_1_229_0_225.avi	197	110	14	21	41	12	1.1568 2.8772 	1.8524 3.6142 
OC_4,10_10_1_229_0_157.5.avi	154	110	12	34	12	34	2.2035 3.9409 	1.3583 3.1261 
OB_OC_2,1_10_1_114_45_225.avi	232	110	1	1	1	1	2.6469 	1.3035 
NO_4,10_10_229_344_0_202.5.avi	234	110	34	14	34	14	2.4467 4.7735 	1.4554 3.4221 
OB_2,10_10_1_114_0_45.avi	245	110	1	1	1	1	2.0536 	1.3335 
OB_4,1_1_1_119_0_180.avi	229	110	34	42	34	24	2.4872 5.0294 	3.7992 6.2472 
OC_4,1_10_1_344_45_135.avi	341	110	41	13	14	13	1.2947 4.2568 	2.2387 3.4709 
NO_4,10_10_1_344_0_315.avi	76	110	12	41	12	41	1.0639 4.0644 	2.2482 2.9778 
OB_4,10_10_1_344_0_45.avi	256	110	142	4	241	4	1.4373 2.3888 3.5742 	4.3406 
NO_4,10_10_1_229_0_270.avi	86	110	12	42	21	42	1.3286 3.3368 	2.6002 4.8557 
OB_2,10_10_229_344_0_0.avi	43	110	43	0	34	0	2.0161 3.4323 	0
NO_4,1_10_1_229_45_135.avi	219	110	41	31	14	31	1.2038 3.7699 	2.5856 4.674 
NO_4,1_10_1_1_0_247.5.avi	163	110	123	1	213	1	1.9444 2.7992 3.441 	1.1132 
OB_OC_4,10_10_114_229_0_45.avi	166	110	14	21	1	124	2.0931 	3.0296 4.2603 9.7911 
NO_2,10_10_1_229_0_180.avi	239	110	2	4	2	4	2.4629 	1.2885 
OC_2,10_10_114_344_0_315.avi	278	110	1	4	1	4	1.3492 	2.6677 
OB_OC_2,7_10_1_344_45_90.avi	127	110	4	4	4	4	1.0609 	2.3415 
OC_2,10_10_1_344_0_315.avi	239	110	1	4	1	4	2.6633 	1.6874 

