
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
NO_2,10_10_1_114_0_90.avi	150	110	12	0	21	0	1.317 2.2869 	0
OC_2,1_1_1_119_0_135.avi	304	110	2	1	2	1	2.04 	1.5263 
OC_2,1_10_119_1_45_180.avi	300	110	1	1	1	1	1.1054 	1.8414 
OB_OC_2,1_10_1_114_45_0.avi	93	110	3	4	3	4	2.8014 	1.5926 
OB_OC_4,1_10_119_1_45_315.avi	221	110	412	4	124	4	1.4796 3.4374 4.0797 	2.3997 
OB_OC_2,1_10_1_114_45_45.avi	210	110	2	1	0	21	0	1.0821 2.1637 
NO_2,10_10_114_229_0_90.avi	195	110	1	4	1	4	2.386 	1.3358 
OC_2,10_10_229_344_0_135.avi	314	110	4	1	4	1	1.5931 	0.90491 
OB_4,1_10_1_229_45_180.avi	96	110	312	4	312	4	1.3327 2.1505 4.1023 	2.8941 
OB_OC_4,1_10_1_229_45_90.avi	115	110	3412	0	314	2	1.5708 2.4096 4.1395 	2.9706 
OB_2,10_10_1_114_0_225.avi	43	110	4	4	4	4	2.0831 	1.1366 
OB_2,1_10_1_1_45_90.avi	339	110	1	1	1	1	1.1918 	2.1268 
OB_OC_2,10_10_1_114_0_0.avi	233	110	4	1	4	1	0.91491 	1.9208 
OB_OC_4,10_10_1_229_0_0.avi	173	110	142	3	421	2	0.90382 2.4412 3.3852 	1.5287 
OC_2,1_10_1_114_45_180.avi	231	110	42	0	42	0	1.3349 2.3347 	0
NO_2,10_10_229_344_0_315.avi	197	110	4	4	4	4	2.3842 	1.2472 
NO_4,1_1_1_119_0_180.avi	234	110	12	31	321	1	1.316 3.0504 3.9396 	2.2031 
OB_OC_4,10_10_114_229_0_315.avi	196	110	14	43	41	34	1.6423 3.4814 	1.0748 2.6352 
NO_4,1_10_1_1_0_202.5.avi	260	110	123	1	312	1	1.0605 1.7073 2.6917 	4.3094 
OC_2,10_10_1_114_0_315.avi	189	110	1	1	1	1	1.9003 	0.98924 
NO_2,1_10_1_1_45_0.avi	358	110	12	0	12	0	1.2075 2.4243 	0
OB_4,10_10_229_344_0_0.avi	79	110	43	41	334	14	2.8014 3.8247 5.4334 	1.0242 6.2961 
OB_4,1_10_119_229_45_315.avi	39	110	3412	0	4231	0	1.2807 1.9704 2.7702 3.5447 	0
OB_2,7_10_1_114_45_90.avi	40	110	4	1	4	1	0.84834 	1.7445 
OB_4,1_10_1_114_45_180.avi	23	110	31	14	13	31	1.7961 3.3644 	0.99518 2.5555 
OB_OC_4,1_10_1_1_45_180.avi	146	110	12	42	12	32	0.81975 2.0116 	2.8897 3.7699 
OB_OC_4,1_10_119_229_45_90.avi	162	110	412	4	2431	0	1.0164 2.0077 3.0554 4.0318 	0
OB_2,10_10_229_344_0_90.avi	132	110	4	4	4	4	1.0364 	2.1016 
OB_OC_2,1_10_119_1_45_315.avi	275	110	1	4	1	4	1.2153 	2.1513 
NO_2,1_1_1_119_0_180.avi	227	110	1	3	1	3	1.4562 	0.90368 
OB_2,10_10_114_344_0_0.avi	278	110	4	1	4	1	0.92755 	1.6466 
NO_4,1_10_1_229_0_112.5.avi	336	110	234	3	314	3	1.1984 1.8697 3.3253 	2.7498 
OB_4,1_10_1_344_45_180.avi	351	110	312	4	312	4	1.4786 2.1673 3.1427 	0.96597 
OB_4,10_10_1_114_0_270.avi	70	110	143	4	134	4	1.0428 2.6595 3.1871 	1.6856 
OB_OC_2,1_10_1_1_45_135.avi	50	110	1	1	13	0	0.92513 1.7415 	0
OB_4,10_10_114_229_0_270.avi	251	110	143	4	341	4	1.2565 2.0803 3.0577 	3.5385 
OB_OC_2,1_10_1_229_45_135.avi	34	110	32	0	23	0	1.6522 3.3173 	0
NO_4,10_10_1_229_0_157.5.avi	190	110	12	34	21	43	1.6539 3.6864 	1.0455 3.0372 
NO_2,1_1_1_119_0_270.avi	191	110	4	1	4	1	2.0016 	2.994 
NO_2,1_10_1_229_45_135.avi	311	110	41	0	41	0	1.3051 2.3698 	0

