
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
NO_2,1_10_1_1_45_315.avi	278	110	12	0	21	0	2.6084 4.0955 	0
NO_2,1_10_119_344_45_90.avi	117	110	3	4	3	4	2.0077 	2.7258 
OB_4,1_10_1_344_45_315.avi	283	110	3412	0	3124	0	1.4189 2.7064 3.6918 5.1943 	0
OB_2,10_10_114_229_0_135.avi	170	110	14	0	14	0	1.4213 2.9567 	0
NO_4,10_10_229_344_0_315.avi	13	110	43	41	43	14	1.3628 3.6023 	2.5716 5.1073 
OB_2,1_10_1_1_45_0.avi	64	110	0	14	0	14	0	2.2748 3.7244 
OC_4,1_10_119_344_0_247.5.avi	260	110	13	23	13	32	3.4246 5.4736 	2.4976 4.5057 
OB_OC_4,1_10_119_114_45_225.avi	171	110	342	1	421	1	2.192 3.4781 5.775 	4.7198 
OC_4,1_10_119_344_45_90.avi	55	110	31	41	31	14	2.9343 5.861 	1.9025 4.5495 
OB_4,1_10_119_229_45_225.avi	123	110	342	4	3244444	4	2.0201 3.542 4.2841 5.3019 5.8454 6.3162 7.0218 	7.8137 
NO_2,10_10_1_114_0_270.avi	219	110	2	1	2	1	3.6919 	2.1086 
OB_2,1_10_1_1_45_225.avi	70	110	1	4	1	4	3.882 	2.0259 
OC_4,1_10_1_1_0_157.5.avi	266	110	234	2	32	23	3.3169 4.973 	1.8668 7.1408 
OB_4,10_10_1_114_0_90.avi	88	110	43	14	34	14	4.7399 5.6924 	2.0924 3.5007 
OB_OC_2,1_10_119_344_45_135.avi	331	110	32	0	3	2	3.3821 	1.924 
OB_2,1_10_119_114_45_135.avi	97	110	12	0	32	0	1.9151 3.4685 	0
OC_4,1_10_1_1_0_247.5.avi	276	110	123	1	213	1	2.8075 4.2936 5.5033 	1.6849 
OB_OC_2,10_10_1_114_0_180.avi	68	110	14	0	41	0	2.1075 3.6668 	0
OB_OC_4,10_10_114_229_0_0.avi	104	110	14	32	123	3	3.3231 5.9152 10.699 	4.5783 
OC_2,1_10_1_114_45_90.avi	33	110	4	1	4	1	3.1768 	1.7447 
OC_2,10_10_114_229_0_225.avi	208	110	0	43	0	34	0	1.7567 3.0428 
NO_4,10_10_1_229_0_90.avi	247	110	12	43	21	43	2.8855 5.0038 	1.9395 3.8758 
OB_4,10_10_1_229_0_225.avi	197	110	14	21	41	12	2.247 4.5749 	3.2558 5.5587 
OC_4,10_10_1_229_0_157.5.avi	154	110	12	34	21	43	1.7696 4.7512 	2.5296 3.7837 
OB_OC_2,1_10_1_114_45_225.avi	232	110	1	1	1	1	2.5784 	1.8104 
NO_4,10_10_229_344_0_202.5.avi	234	110	34	14	43	14	1.826 4.5767 	2.947 5.8423 
OB_2,10_10_1_114_0_45.avi	245	110	1	1	1	1	1.6311 	2.5437 
OB_4,1_1_1_119_0_180.avi	229	110	34	42	34	24	1.8072 4.3255 	3.038 5.5328 
OC_4,1_10_1_344_45_135.avi	341	110	41	13	43	31	3.5197 6.6314 	2.4161 4.9434 
NO_4,10_10_1_344_0_315.avi	76	110	12	41	21	14	1.9654 5.3964 	3.031 4.2066 
OB_4,10_10_1_344_0_45.avi	256	110	142	4	124	4	3.9514 5.8962 7.6571 	3.0812 
NO_4,10_10_1_229_0_270.avi	86	110	12	42	12	24	1.9355 5.9748 	3.2795 4.7027 
OB_2,10_10_229_344_0_0.avi	43	110	43	0	34	0	3.1961 4.7694 	0
NO_4,1_10_1_229_45_135.avi	219	110	41	31	14	13	2.0235 5.5032 	3.5035 6.2622 
NO_4,1_10_1_1_0_247.5.avi	163	110	123	1	213	1	2.7636 3.9784 5.251 	1.8266 
OB_OC_4,10_10_114_229_0_45.avi	166	110	14	21	312	4	2.0251 5.8335 8.3293 	3.2179 
NO_2,10_10_1_229_0_180.avi	239	110	2	4	2	4	2.172 	3.0751 
OC_2,10_10_114_344_0_315.avi	278	110	1	4	1	4	1.5172 	2.5081 
OB_OC_2,7_10_1_344_45_90.avi	127	110	4	4	4	4	0.7296 	1.9848 
OC_2,10_10_1_344_0_315.avi	239	110	1	4	1	4	2.7118 	1.7927 

