
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
OB_2,1_10_119_1_45_0.avi	301	110	1	1	1	1	4.5267 	2.7251 
OB_OC_4,7_10_1_344_45_135.avi	277	110	3241	0	324	3	1.9566 3.1001 4.8899 	4.0605 
OB_2,1_10_119_229_45_270.avi	61	110	41	0	21	0	2.0997 3.2511 	0
OB_OC_4,1_10_1_344_45_270.avi	311	110	412	4	42	4	2.2947 4.0566 	5.4793 
OC_4,1_10_1_229_45_0.avi	357	110	12	31	12	31	2.4271 3.017 	1.8257 3.9795 
OB_2,7_10_1_344_45_0.avi	186	110	4	4	4	4	1.5885 	2.8132 
OC_4,10_10_1_229_0_292.5.avi	319	110	12	24	21	42	1.8094 4.3861 	2.9534 5.7469 
OC_2,1_10_119_344_45_135.avi	212	110	1	1	1	1	2.8899 	1.5143 
OB_OC_4,1_10_119_114_45_90.avi	56	110	3412	0	3124	0	2.6649 3.4354 4.2582 5.7308 	0
OB_OC_2,1_10_119_114_45_225.avi	72	110	3	1	3	1	1.9955 	2.8757 
NO_2,1_10_119_1_45_180.avi	147	110	1	1	1	1	2.8264 	1.8814 
OC_4,1_10_1_114_45_0.avi	270	110	412	1	124	1	1.6541 2.5178 4.2452 	3.4558 
OB_4,1_10_119_1_45_0.avi	298	110	341	1	213	1	1.4455 2.5416 3.9483 	5.5486 
OC_4,1_10_1_229_0_22.5.avi	285	110	34	14	2	14	4.9789 	1.8921 3.0415 
OC_2,1_10_1_229_45_180.avi	115	110	4	3	4	3	2.6432 	1.7326 
OC_4,1_10_1_229_0_112.5.avi	193	110	234	3	432	3	2.4053 3.4206 4.3975 	1.4284 
OB_2,7_10_1_229_45_315.avi	33	110	41	0	41	0	1.5832 2.7511 	0
OC_2,1_10_119_1_45_315.avi	41	110	3	1	3	1	1.9972 	3.3596 
OB_4,10_10_1_114_0_45.avi	50	110	142	1	421	1	1.9323 3.1645 4.4202 	5.2201 
OB_4,10_10_229_344_0_90.avi	245	110	42	41	42	14	3.4297 5.6533 	2.1172 4.3478 
NO_2,10_10_1_344_0_270.avi	179	110	1	4	1	4	2.2574 	3.4103 
NO_4,10_10_229_344_0_292.5.avi	69	110	34	14	43	14	2.6637 4.2076 	3.4392 5.2458 
OB_OC_2,1_10_1_229_45_225.avi	179	110	12	0	12	0	2.032 3.1356 	0
OC_2,1_10_1_1_45_315.avi	54	110	12	0	12	0	2.0911 2.9304 	0
NO_4,1_10_1_114_45_0.avi	20	110	412	1	124	1	1.8697 3.2635 5.2477 	4.1736 
OC_2,1_10_1_1_45_180.avi	307	110	34	0	34	0	3.2796 4.6325 	0
NO_2,1_10_1_1_45_270.avi	202	110	31	0	13	0	1.2407 2.3931 	0
OB_OC_4,10_10_1_344_0_225.avi	335	110	142	1	41	13	3.1082 5.2904 	3.6842 6.1461 
OB_OC_4,1_10_1_114_45_315.avi	251	110	341	4	413	4	2.9921 4.0573 5.0083 	1.7205 
OB_OC_2,1_10_1_344_45_135.avi	210	110	32	0	23	0	2.7545 4.4745 	0
OB_OC_4,10_10_1_229_0_180.avi	294	110	143	3	3411	3	2.0671 2.5314 5.3294 5.8994 	7.0279 
OB_OC_2,7_10_1_1_45_135.avi	317	110	4	1	4	1	1.7324 	2.612 
OB_OC_2,10_10_114_229_0_180.avi	357	110	14	0	41	0	1.8679 2.8682 	0
OC_4,10_10_229_344_0_315.avi	1	110	43	41	34	14	3.8759 7.2988 	4.9864 5.9783 
OC_4,1_1_1_119_0_180.avi	312	110	12	31	13	13	3.4894 5.6322 	2.0971 4.3681 
NO_4,10_10_1_344_0_292.5.avi	221	110	12	14	21	14	1.8044 4.5551 	3.4026 5.8197 
OC_2,1_10_119_229_45_45.avi	357	110	0	43	0	34	0	1.8858 3.4541 
OB_OC_4,1_10_1_229_45_135.avi	190	110	32	42	32	42	1.8041 3.8601 	2.6209 4.829 
OB_4,1_10_1_344_45_90.avi	173	110	341	4	432	4	1.9265 4.1816 5.2856 	2.9568 
NO_4,10_10_1_344_0_270.avi	289	110	12	41	12	14	2.0224 4.8873 	2.8687 3.8844 

