
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
OB_2,1_10_119_114_45_270.avi	175	110	32	0	14	0	2.0441 3.8693 	0
OC_4,10_10_229_344_0_315.avi	142	110	43	41	34	14	1.84 5.2638 	3.2063 4.262 
NO_4,1_10_1_229_0_22.5.avi	242	110	34	14	34	41	2.4099 4.6914 	1.2505 3.8436 
OB_OC_4,10_10_1_114_0_135.avi	267	110	42	14	42	13	2.6839 3.5411 	1.4846 4.6043 
OC_4,1_10_1_229_45_135.avi	188	110	41	31	34	13	1.3802 3.6197 	2.3656 4.7627 
OB_OC_2,1_10_1_229_45_270.avi	126	110	41	0	1	3	1.9053 	3.0338 
OC_4,1_1_1_119_0_180.avi	54	110	12	31	21	13	3.0399 4.4392 	1.9029 5.3912 
OC_4,1_10_1_1_0_202.5.avi	211	110	123	1	312	1	1.7323 3.189 4.9253 	4.1739 
OB_4,1_10_119_229_45_45.avi	95	110	3412	0	43	12	1.236 3.1624 	2.2274 3.9712 
OB_OC_2,1_10_1_1_45_180.avi	17	110	2	4	2	4	2.386 	1.241 
OB_2,1_10_1_344_45_315.avi	272	110	12	0	12	0	1.9503 3.0379 	0
OB_OC_2,10_10_114_344_0_135.avi	88	110	1	4	1	4	2.1197 	3.7678 
OB_OC_4,1_7_1_1_45_90.avi	160	110	34	32	41	31	2.4682 6.7079 	1.3087 5.4363 
OB_OC_4,1_10_1_114_45_270.avi	248	110	412	1	324	1	1.7113 4.3653 6.8696 	3.0632 
NO_4,1_10_119_344_45_90.avi	130	110	31	41	13	14	2.0082 4.9997 	3.3745 6.0559 
OC_2,10_10_1_344_0_0.avi	266	110	0	41	0	41	0	1.7322 2.6457 
OC_2,1_10_1_114_45_315.avi	143	110	2	1	2	1	1.954 	1.0978 
OC_2,10_10_114_229_0_90.avi	247	110	1	4	1	4	3.2004 	1.6809 
OC_2,1_1_1_119_0_270.avi	254	110	4	1	4	1	2.8331 	1.7534 
OB_2,1_10_119_114_45_180.avi	160	110	31	0	13	0	1.1791 2.4981 	0
NO_2,1_10_1_114_45_90.avi	8	110	4	1	4	1	2.3647 	3.3077 
OB_OC_2,10_10_1_114_0_315.avi	120	110	4	4	4	4	1.9899 	3.0855 
OC_2,10_10_229_344_0_270.avi	153	110	3	1	3	1	1.9854 	2.7952 
OB_4,1_10_1_229_45_0.avi	98	110	34	42	34	24	1.6274 5.5216 	2.6497 3.7154 
OB_OC_2,1_10_1_344_45_225.avi	71	110	34	0	43	0	1.7142 3.2487 	0
OB_2,1_10_1_114_45_180.avi	296	110	1	1	1	1	2.4182 	1.3291 
NO_4,1_10_1_1_0_157.5.avi	155	110	234	2	234	2	1.5624 2.5702 5.6346 	4.6567 
OC_4,1_10_119_344_45_90.avi	320	110	31	41	31	14	1.6596 3.4359 	0.8996 2.4181 
OB_2,1_7_1_1_45_270.avi	141	110	34	0	34	0	1.53 3.0814 	0
OB_4,1_10_1_1_45_225.avi	277	110	41	14	41	41	1.3724 4.2273 	2.653 5.1474 
OC_4,10_10_1_229_0_22.5.avi	143	110	1	134	1	314	3.6523 	1.2268 2.5802 4.7553 
OB_OC_4,1_1_1_119_0_45.avi	292	110	41	34	42	42	2.6801 4.6399 	1.1133 3.7926 
NO_4,10_10_114_229_0_90.avi	272	110	1	432	1	423	4.7736 	1.3981 2.7485 3.876 
NO_2,10_10_1_344_0_0.avi	136	110	0	41	0	14	0	0.96375 2.2688 
NO_4,1_10_1_229_45_0.avi	78	110	12	31	21	13	1.1135 2.8095 	1.9753 3.7112 
NO_2,10_10_114_344_0_270.avi	285	110	1	4	1	4	1.2122 	2.3487 
NO_2,1_10_119_1_45_315.avi	342	110	3	1	3	1	2.3215 	1.3311 
NO_2,10_10_114_229_0_225.avi	118	110	0	43	0	43	0	1.3962 2.4275 
OC_4,1_10_1_114_45_0.avi	242	110	412	1	412	1	2.5469 4.0853 5.4671 	1.3895 
NO_2,10_10_1_114_0_225.avi	158	110	1	1	1	1	2.5552 	1.3205 

