
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
OB_2,1_10_119_1_45_0.avi	301	110	1	1	3	1	2.0832 	1.3861 
OB_OC_4,7_10_1_344_45_135.avi	277	110	3241	0	423	3	2.0141 3.5521 6.36 	4.5903 
OB_2,1_10_119_229_45_270.avi	61	110	41	0	21	0	1.2189 2.0586 	0
OB_OC_4,1_10_1_344_45_270.avi	311	110	412	4	314	1	2.2867 3.7966 6.4864 	4.773 
OC_4,1_10_1_229_45_0.avi	357	110	12	31	12	31	1.811 3.0432 	1.2191 4.0819 
OB_2,7_10_1_344_45_0.avi	186	110	4	4	4	4	0.76726 	1.6055 
OC_4,10_10_1_229_0_292.5.avi	319	110	12	24	12	42	2.4323 5.0713 	1.6165 3.4471 
OC_2,1_10_119_344_45_135.avi	212	110	1	1	1	1	2.2103 	1.0184 
OB_OC_4,1_10_119_114_45_90.avi	56	110	3412	0	312	2	1.67 2.5656 3.8392 	4.9188 
OB_OC_2,1_10_119_114_45_225.avi	72	110	3	1	32	0	1.7789 2.5708 	0
NO_2,1_10_119_1_45_180.avi	147	110	1	1	3	1	1.2177 	2.8753 
OC_4,1_10_1_114_45_0.avi	270	110	412	1	124	1	1.2628 2.0872 3.9976 	2.9494 
OB_4,1_10_119_1_45_0.avi	298	110	341	1	123	2	0.87638 2.8197 3.8764 	1.7416 
OC_4,1_10_1_229_0_22.5.avi	285	110	34	14	41	41	4.0751 5.3621 	1.3862 2.9615 
OC_2,1_10_1_229_45_180.avi	115	110	4	3	4	3	2.9902 	1.9415 
OC_4,1_10_1_229_0_112.5.avi	193	110	234	3	413	3	2.2046 3.7081 4.8441 	1.5489 
OB_2,7_10_1_229_45_315.avi	33	110	41	0	31	0	1.0733 2.1529 	0
OC_2,1_10_119_1_45_315.avi	41	110	3	1	3	1	2.5998 	1.1439 
OB_4,10_10_1_114_0_45.avi	50	110	142	1	241	1	1.2724 2.1605 4.2156 	3.3199 
OB_4,10_10_229_344_0_90.avi	245	110	42	41	42	14	1.7962 3.5969 	0.69262 2.605 
NO_2,10_10_1_344_0_270.avi	179	110	1	4	1	4	0.73005 	1.8256 
NO_4,10_10_229_344_0_292.5.avi	69	110	34	14	34	14	1.3262 4.1178 	2.0303 3.0142 
OB_OC_2,1_10_1_229_45_225.avi	179	110	12	0	12	0	1.1401 2.2218 	0
OC_2,1_10_1_1_45_315.avi	54	110	12	0	12	0	1.4015 3.0576 	0
NO_4,1_10_1_114_45_0.avi	20	110	412	1	124	1	1.1958 2.4276 4.4438 	3.2763 
OC_2,1_10_1_1_45_180.avi	307	110	34	0	42	0	1.0265 2.2268 	0
NO_2,1_10_1_1_45_270.avi	202	110	31	0	31	0	1.0198 2.2042 	0
OB_OC_4,10_10_1_344_0_225.avi	335	110	142	1	214	1	2.1582 3.2368 4.3029 	1.3892 
OB_OC_4,1_10_1_114_45_315.avi	251	110	341	4	421	3	1.3863 3.6348 4.6685 	2.0924 
OB_OC_2,1_10_1_344_45_135.avi	210	110	32	0	23	0	1.6709 3.0063 	0
OB_OC_4,10_10_1_229_0_180.avi	294	110	143	3	134	3	1.0988 3.274 4.1053 	1.8104 
OB_OC_2,7_10_1_1_45_135.avi	317	110	4	1	4	1	0.79887 	1.8625 
OB_OC_2,10_10_114_229_0_180.avi	357	110	14	0	14	0	1.3478 2.3551 	0
OC_4,10_10_229_344_0_315.avi	1	110	43	41	34	14	3.239 4.7983 	1.168 2.4077 
OC_4,1_1_1_119_0_180.avi	312	110	12	31	312	3	1.3292 2.2323 4.016 	3.0082 
NO_4,10_10_1_344_0_292.5.avi	221	110	12	14	12	14	1.5796 4.818 	2.4977 3.3938 
OC_2,1_10_119_229_45_45.avi	357	110	0	43	0	43	0	1.1786 2.2822 
OB_OC_4,1_10_1_229_45_135.avi	190	110	32	42	12	43	2.2511 4.1465 	1.2996 5.3009 
OB_4,1_10_1_344_45_90.avi	173	110	341	4	134	4	1.0683 1.9171 4.1387 	3.0595 
NO_4,10_10_1_344_0_270.avi	289	110	12	41	21	14	2.707 3.7961 	1.0519 1.971 

