
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
OB_2,1_10_119_1_45_0.avi	301	110	1	1	1	1	1.0347 	2.0984 
OB_OC_4,7_10_1_344_45_135.avi	277	110	3241	0	342	3	1.6912 2.4513 3.9542 	3.3135 
OB_2,1_10_119_229_45_270.avi	61	110	41	0	34	0	1.0695 1.9327 	0
OB_OC_4,1_10_1_344_45_270.avi	311	110	412	4	43	14	1.2438 2.3882 	3.1153 3.7954 
OC_4,1_10_1_229_45_0.avi	357	110	12	31	32	31	1.1326 3.4284 	1.8372 2.7413 
OB_2,7_10_1_344_45_0.avi	186	110	4	4	3	4	2.2977 	1.228 
OC_4,10_10_1_229_0_292.5.avi	319	110	12	24	21	42	0.82015 1.5317 	2.1636 2.8682 
OC_2,1_10_119_344_45_135.avi	212	110	1	1	1	1	1.6715 	0.90458 
OB_OC_4,1_10_119_114_45_90.avi	56	110	3412	0	2413	0	1.1628 1.9008 2.9555 3.6761 	0
OB_OC_2,1_10_119_114_45_225.avi	72	110	3	1	23	0	1.3588 2.5022 	0
NO_2,1_10_119_1_45_180.avi	147	110	1	1	1	1	1.6412 	0.81745 
OC_4,1_10_1_114_45_0.avi	270	110	412	1	324	1	1.2083 2.3114 4.1745 	3.5362 
OB_4,1_10_119_1_45_0.avi	298	110	341	1	123	1	0.90793 1.7078 3.4581 	2.5954 
OC_4,1_10_1_229_0_22.5.avi	285	110	34	14	41	41	2.3284 3.3342 	0.9351 1.728 
OC_2,1_10_1_229_45_180.avi	115	110	4	3	4	3	1.4166 	0.88949 
OC_4,1_10_1_229_0_112.5.avi	193	110	234	3	13	32	2.2669 2.9466 	1.3623 4.1235 
OB_2,7_10_1_229_45_315.avi	33	110	41	0	14	0	0.96801 1.8392 	0
OC_2,1_10_119_1_45_315.avi	41	110	3	1	1	1	1.0466 	2.055 
OB_4,10_10_1_114_0_45.avi	50	110	142	1	421	1	1.1928 1.9862 2.8414 	3.3286 
OB_4,10_10_229_344_0_90.avi	245	110	42	41	42	14	1.5526 3.0108 	0.76074 2.1849 
NO_2,10_10_1_344_0_270.avi	179	110	1	4	1	4	2.0555 	0.79092 
NO_4,10_10_229_344_0_292.5.avi	69	110	34	14	43	14	1.9182 2.9524 	0.85403 3.8386 
OB_OC_2,1_10_1_229_45_225.avi	179	110	12	0	12	0	0.81178 1.3548 	0
OC_2,1_10_1_1_45_315.avi	54	110	12	0	12	0	1.1896 1.99 	0
NO_4,1_10_1_114_45_0.avi	20	110	412	1	124	1	1.1738 1.854 2.9262 	2.3343 
OC_2,1_10_1_1_45_180.avi	307	110	34	0	43	0	1.1547 2.139 	0
NO_2,1_10_1_1_45_270.avi	202	110	31	0	13	0	1.0482 1.7024 	0
OB_OC_4,10_10_1_344_0_225.avi	335	110	142	1	241	1	2.0964 2.8718 3.559 	1.0163 
OB_OC_4,1_10_1_114_45_315.avi	251	110	341	4	134	4	0.78764 1.6912 3.3329 	2.5709 
OB_OC_2,1_10_1_344_45_135.avi	210	110	32	0	32	0	0.86943 2.0284 	0
OB_OC_4,10_10_1_229_0_180.avi	294	110	143	3	341	3	0.82689 1.2129 2.7632 	2.3942 
OB_OC_2,7_10_1_1_45_135.avi	317	110	4	1	4	1	0.45673 	1.0741 
OB_OC_2,10_10_114_229_0_180.avi	357	110	14	0	41	0	1.1748 2.1761 	0
OC_4,10_10_229_344_0_315.avi	1	110	43	41	34	14	1.2136 4.606 	2.0458 3.1723 
OC_4,1_1_1_119_0_180.avi	312	110	12	31	312	3	1.2259 1.9545 3.4086 	2.7529 
NO_4,10_10_1_344_0_292.5.avi	221	110	12	14	21	14	0.95384 3.7366 	1.8574 2.6109 
OC_2,1_10_119_229_45_45.avi	357	110	0	43	0	43	0	1.2106 2.562 
OB_OC_4,1_10_1_229_45_135.avi	190	110	32	42	231	4	1.2449 2.6841 3.1708 	2.1156 
OB_4,1_10_1_344_45_90.avi	173	110	341	4	1324	0	1.2619 2.1266 2.9105 3.6371 	0
NO_4,10_10_1_344_0_270.avi	289	110	12	41	21	14	0.96905 3.4644 	1.6552 2.3279 

