
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
OB_2,1_10_119_114_45_270.avi	175	110	32	0	14	0	1.9973 3.4131 	0
OC_4,10_10_229_344_0_315.avi	142	110	43	41	34	14	2.2527 4.605 	2.9724 3.9254 
NO_4,1_10_1_229_0_22.5.avi	242	110	34	14	34	41	1.6185 3.1379 	1.0016 2.6158 
OB_OC_4,10_10_1_114_0_135.avi	267	110	42	14	21	1	2.91 8.1022 	1.5342 
OC_4,1_10_1_229_45_135.avi	188	110	41	31	13	31	1.0997 3.5488 	1.8293 2.4267 
OB_OC_2,1_10_1_229_45_270.avi	126	110	41	0	0	3	0	7.5749 
OC_4,1_1_1_119_0_180.avi	54	110	12	31	13	13	2.0323 2.6561 	0.99105 1.6802 
OC_4,1_10_1_1_0_202.5.avi	211	110	123	1	312	1	0.86901 1.8364 3.468 	2.7405 
OB_4,1_10_119_229_45_45.avi	95	110	3412	0	132	1	1.7264 3.3426 5.1892 	4.0532 
OB_OC_2,1_10_1_1_45_180.avi	17	110	2	4	2	4	1.819 	1.0191 
OB_2,1_10_1_344_45_315.avi	272	110	12	0	12	0	1.2133 2.1668 	0
OB_OC_2,10_10_114_344_0_135.avi	88	110	1	4	1	0	1.1801 	0
OB_OC_4,1_7_1_1_45_90.avi	160	110	34	32	413	4	1.7728 10.6213 11.0382 	10.0807 
OB_OC_4,1_10_1_114_45_270.avi	248	110	412	1	431	1	2.5214 6.9222 8.7693 	1.1685 
NO_4,1_10_119_344_45_90.avi	130	110	31	41	31	14	2.0949 3.567 	1.5983 2.7018 
OC_2,10_10_1_344_0_0.avi	266	110	0	41	0	14	0	0.8289 1.6372 
OC_2,1_10_1_114_45_315.avi	143	110	2	1	2	1	1.368 	0.8154 
OC_2,10_10_114_229_0_90.avi	247	110	1	4	1	4	0.74302 	1.4082 
OC_2,1_1_1_119_0_270.avi	254	110	4	1	4	1	2.1723 	1.1087 
OB_2,1_10_119_114_45_180.avi	160	110	31	0	13	0	1.1037 1.9669 	0
NO_2,1_10_1_114_45_90.avi	8	110	4	1	4	1	2.0991 	1.2034 
OB_OC_2,10_10_1_114_0_315.avi	120	110	4	4	4	4	1.8652 	0.9676 
OC_2,10_10_229_344_0_270.avi	153	110	3	1	3	1	1.6014 	0.85892 
OB_4,1_10_1_229_45_0.avi	98	110	34	42	43	42	1.395 3.5791 	2.0682 2.7703 
OB_OC_2,1_10_1_344_45_225.avi	71	110	34	0	43	0	2.2738 3.3136 	0
OB_2,1_10_1_114_45_180.avi	296	110	1	1	1	1	1.9992 	1.0881 
NO_4,1_10_1_1_0_157.5.avi	155	110	234	2	234	2	1.3455 2.484 3.5786 	4.2338 
OC_4,1_10_119_344_45_90.avi	320	110	31	41	31	14	1.535 2.661 	0.78301 2.0621 
OB_2,1_7_1_1_45_270.avi	141	110	34	0	43	0	0.98969 2.0943 	0
OB_4,1_10_1_1_45_225.avi	277	110	41	14	14	14	1.0626 3.2632 	1.6894 2.6648 
OC_4,10_10_1_229_0_22.5.avi	143	110	1	134	1	314	2.7262 	0.81384 1.9591 3.7025 
OB_OC_4,1_1_1_119_0_45.avi	292	110	41	34	413	2	1.3231 2.8804 3.8334 	2.1459 
NO_4,10_10_114_229_0_90.avi	272	110	1	432	1	423	3.2934 	0.91772 1.6129 2.6601 
NO_2,10_10_1_344_0_0.avi	136	110	0	41	0	14	0	0.97003 1.5445 
NO_4,1_10_1_229_45_0.avi	78	110	12	31	12	31	1.9726 3.5958 	1.4285 2.8194 
NO_2,10_10_114_344_0_270.avi	285	110	1	4	1	4	1.1676 	2.0098 
NO_2,1_10_119_1_45_315.avi	342	110	3	1	3	1	1.1736 	2.0153 
NO_2,10_10_114_229_0_225.avi	118	110	0	43	0	43	0	1.3983 2.5168 
OC_4,1_10_1_114_45_0.avi	242	110	412	1	124	1	1.0761 2.1483 3.5251 	2.7561 
NO_2,10_10_1_114_0_225.avi	158	110	1	1	1	1	1.1345 	1.877 

