
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
NO_2,10_10_1_114_0_90.avi	150	110	12	0	21	0	1.3779 2.3677 	0
OC_2,1_1_1_119_0_135.avi	304	110	2	1	2	1	2.1649 	1.3261 
OC_2,1_10_119_1_45_180.avi	300	110	1	1	1	1	2.6963 	1.3115 
OB_OC_2,1_10_1_114_45_0.avi	93	110	3	4	3	4	1.4614 	2.8397 
OB_OC_4,1_10_119_1_45_315.avi	221	110	412	4	324	4	1.5214 4.1524 5.386 	2.5766 
OB_OC_2,1_10_1_114_45_45.avi	210	110	2	1	2	1	2.4256 	1.1121 
NO_2,10_10_114_229_0_90.avi	195	110	1	4	1	4	1.3298 	2.4009 
OC_2,10_10_229_344_0_135.avi	314	110	4	1	4	1	1.8773 	1.0624 
OB_4,1_10_1_229_45_180.avi	96	110	312	4	312	4	1.2988 1.9476 4.0759 	2.9459 
OB_OC_4,1_10_1_229_45_90.avi	115	110	3412	0	413	2	1.5942 3.187 4.2033 	5.1617 
OB_2,10_10_1_114_0_225.avi	43	110	4	4	4	4	2.485 	1.2216 
OB_2,1_10_1_1_45_90.avi	339	110	1	1	1	1	1.7682 	2.952 
OB_OC_2,10_10_1_114_0_0.avi	233	110	4	1	14	0	1.3609 3.022 	0
OB_OC_4,10_10_1_229_0_0.avi	173	110	142	3	412	3	1.2881 2.2176 4.2253 	3.3132 
OC_2,1_10_1_114_45_180.avi	231	110	42	0	42	0	1.4525 2.8842 	0
NO_2,10_10_229_344_0_315.avi	197	110	4	4	4	4	2.2792 	1.0958 
NO_4,1_1_1_119_0_180.avi	234	110	12	31	12	31	1.2447 4.4537 	1.9568 3.6847 
OB_OC_4,10_10_114_229_0_315.avi	196	110	14	43	41	34	1.174 3.9277 	2.1574 3.238 
NO_4,1_10_1_1_0_202.5.avi	260	110	123	1	3122	1	2.039 2.9336 3.6303 4.5329 	5.8624 
OC_2,10_10_1_114_0_315.avi	189	110	1	1	1	1	1.3586 	2.1989 
NO_2,1_10_1_1_45_0.avi	358	110	12	0	12	0	1.3622 2.1536 	0
OB_4,10_10_229_344_0_0.avi	79	110	43	41	314	4	3.9215 5.8967 7.7687 	6.554 
OB_4,1_10_119_229_45_315.avi	39	110	3412	0	2134	0	1.2687 2.2525 3.3401 4.2851 	0
OB_2,7_10_1_114_45_90.avi	40	110	4	1	4	1	0.69543 	2.0099 
OB_4,1_10_1_114_45_180.avi	23	110	31	14	13	41	1.6548 2.4318 	0.87193 3.1519 
OB_OC_4,1_10_1_1_45_180.avi	146	110	12	42	2	243	4.3762 	1.5218 2.752 3.6247 
OB_OC_4,1_10_119_229_45_90.avi	162	110	412	4	241	4	1.0131 2.2124 3.2836 	3.8601 
OB_2,10_10_229_344_0_90.avi	132	110	4	4	4	4	2.0057 	1.2542 
OB_OC_2,1_10_119_1_45_315.avi	275	110	1	4	1	4	1.0219 	2.308 
NO_2,1_1_1_119_0_180.avi	227	110	1	3	1	3	1.3898 	2.0311 
OB_2,10_10_114_344_0_0.avi	278	110	4	1	41	0	2.4292 4.8622 	0
NO_4,1_10_1_229_0_112.5.avi	336	110	234	3	421	3	1.2736 3.0653 4.0088 	1.9458 
OB_4,1_10_1_344_45_180.avi	351	110	312	4	213	4	1.1722 2.3226 3.3858 	6.1868 
OB_4,10_10_1_114_0_270.avi	70	110	143	4	431	4	1.5391 2.1165 3.9083 	3.2266 
OB_OC_2,1_10_1_1_45_135.avi	50	110	1	1	1	1	1.8528 	2.7419 
OB_4,10_10_114_229_0_270.avi	251	110	143	4	431	4	1.1523 1.9596 3.5699 	2.8088 
OB_OC_2,1_10_1_229_45_135.avi	34	110	32	0	32	0	1.635 3.2023 	0
NO_4,10_10_1_229_0_157.5.avi	190	110	12	34	21	43	1.0085 3.28 	1.7749 3.9442 
NO_2,1_1_1_119_0_270.avi	191	110	4	1	4	1	2.8545 	1.526 
NO_2,1_10_1_229_45_135.avi	311	110	41	0	14	0	1.4429 2.5485 	0

