
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
OB_2,1_10_119_114_45_270.avi	175	110	32	0	0	41	0	2.228 3.6529 
OC_4,10_10_229_344_0_315.avi	142	110	43	41	34	14	1.8809 4.6654 	2.9206 3.8641 
NO_4,1_10_1_229_0_22.5.avi	242	110	34	14	34	41	1.5103 4.2375 	2.3675 3.3833 
OB_OC_4,10_10_1_114_0_135.avi	267	110	42	14	42	14	2.4955 3.439 	1.6702 4.4464 
OC_4,1_10_1_229_45_135.avi	188	110	41	31	14	13	1.3297 3.1942 	2.2512 4.1138 
OB_OC_2,1_10_1_229_45_270.avi	126	110	41	0	1	3	3.4136 	2.1189 
OC_4,1_1_1_119_0_180.avi	54	110	12	31	23	13	1.3304 4.0252 	2.1926 3.1061 
OC_4,1_10_1_1_0_202.5.avi	211	110	123	1	213	1	1.9894 4.0135 4.7011 	3.0147 
OB_4,1_10_119_229_45_45.avi	95	110	3412	0	123	2	1.4579 3.0088 3.8635 	2.3939 
OB_OC_2,1_10_1_1_45_180.avi	17	110	2	4	2	4	1.4994 	2.5098 
OB_2,1_10_1_344_45_315.avi	272	110	12	0	21	0	1.649 2.8658 	0
OB_OC_2,10_10_114_344_0_135.avi	88	110	1	4	1	4	1.584 	2.5604 
OB_OC_4,1_7_1_1_45_90.avi	160	110	34	32	41	23	2.559 4.7207 	1.6249 3.9847 
OB_OC_4,1_10_1_114_45_270.avi	248	110	412	1	432	1	1.5652 2.5875 4.627 	3.6771 
NO_4,1_10_119_344_45_90.avi	130	110	31	41	31	14	2.6168 4.7132 	1.8339 3.4261 
OC_2,10_10_1_344_0_0.avi	266	110	0	41	0	14	0	1.4227 2.3518 
OC_2,1_10_1_114_45_315.avi	143	110	2	1	2	1	2.0286 	1.3664 
OC_2,10_10_114_229_0_90.avi	247	110	1	4	1	4	2.5853 	1.6333 
OC_2,1_1_1_119_0_270.avi	254	110	4	1	4	1	1.9698 	2.9447 
OB_2,1_10_119_114_45_180.avi	160	110	31	0	13	0	1.3354 2.2719 	0
NO_2,1_10_1_114_45_90.avi	8	110	4	1	4	1	2.3943 	1.6364 
OB_OC_2,10_10_1_114_0_315.avi	120	110	4	4	4	4	1.8196 	2.9611 
OC_2,10_10_229_344_0_270.avi	153	110	3	1	3	1	2.8184 	1.6824 
OB_4,1_10_1_229_45_0.avi	98	110	34	42	34	24	1.3746 4.3686 	2.1755 3.4082 
OB_OC_2,1_10_1_344_45_225.avi	71	110	34	0	24	0	1.1605 2.3858 	0
OB_2,1_10_1_114_45_180.avi	296	110	1	1	1	1	1.5798 	2.4281 
NO_4,1_10_1_1_0_157.5.avi	155	110	234	2	324	2	1.3884 2.3912 5.0871 	4.173 
OC_4,1_10_119_344_45_90.avi	320	110	31	41	31	14	2.3511 3.5858 	1.3776 2.7689 
OB_2,1_7_1_1_45_270.avi	141	110	34	0	4	1	1.589 	2.7399 
OB_4,1_10_1_1_45_225.avi	277	110	41	14	14	14	2.4445 4.3824 	1.4771 3.5167 
OC_4,10_10_1_229_0_22.5.avi	143	110	1	134	1	314	3.7947 	1.3453 2.8657 5.1365 
OB_OC_4,1_1_1_119_0_45.avi	292	110	41	34	43	23	2.398 3.8691 	1.2999 3.1799 
NO_4,10_10_114_229_0_90.avi	272	110	1	432	1	423	4.3183 	1.3974 2.4381 3.3572 
NO_2,10_10_1_344_0_0.avi	136	110	0	41	0	14	0	1.8933 3.1175 
NO_4,1_10_1_229_45_0.avi	78	110	12	31	12	31	2.0809 3.0832 	1.5628 3.6418 
NO_2,10_10_114_344_0_270.avi	285	110	1	4	1	4	2.4726 	1.7595 
NO_2,1_10_119_1_45_315.avi	342	110	3	1	3	1	1.5439 	2.4246 
NO_2,10_10_114_229_0_225.avi	118	110	0	43	0	34	0	1.6187 2.426 
OC_4,1_10_1_114_45_0.avi	242	110	412	1	423	1	2.0363 3.1942 4.2514 	1.4668 
NO_2,10_10_1_114_0_225.avi	158	110	1	1	1	1	3.12 	1.7497 

