
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
NO_2,1_10_1_1_45_315.avi	278	110	12	0	12	0	2.4846 3.4198 	0
NO_2,1_10_119_344_45_90.avi	117	110	3	4	3	4	2.3527 	2.9744 
OB_4,1_10_1_344_45_315.avi	283	110	3412	0	4213	0	2.356 3.5693 4.3148 5.3933 	0
OB_2,10_10_114_229_0_135.avi	170	110	14	0	41	0	1.6254 2.8028 	0
NO_4,10_10_229_344_0_315.avi	13	110	43	41	34	41	3.8961 5.0788 	1.7099 2.6544 
OB_2,1_10_1_1_45_0.avi	64	110	0	14	0	14	0	1.7424 2.8938 
OC_4,1_10_119_344_0_247.5.avi	260	110	13	23	13	32	1.6701 4.2378 	2.3503 3.3651 
OB_OC_4,1_10_119_114_45_225.avi	171	110	342	1	314	1	1.4409 2.7688 5.1131 	3.6724 
OC_4,1_10_119_344_45_90.avi	55	110	31	41	31	14	2.4154 3.9658 	1.4301 3.1101 
OB_4,1_10_119_229_45_225.avi	123	110	342	4	3244	4	1.7858 2.6829 3.4598 3.9934 	4.6098 
NO_2,10_10_1_114_0_270.avi	219	110	2	1	2	1	1.5685 	2.4247 
OB_2,1_10_1_1_45_225.avi	70	110	1	4	1	4	2.8923 	1.6048 
OC_4,1_10_1_1_0_157.5.avi	266	110	234	2	412	2	1.4994 4.8999 6.8178 	3.4183 
OB_4,10_10_1_114_0_90.avi	88	110	43	14	34	41	2.7043 3.4164 	1.9358 4.3185 
OB_OC_2,1_10_119_344_45_135.avi	331	110	32	0	43	0	2.0263 3.3303 	0
OB_2,1_10_119_114_45_135.avi	97	110	12	0	23	0	1.4652 3.0076 	0
OC_4,1_10_1_1_0_247.5.avi	276	110	123	1	312	1	1.4969 2.3382 3.3614 	4.3378 
OB_OC_2,10_10_1_114_0_180.avi	68	110	14	0	41	0	1.7956 2.8742 	0
OB_OC_4,10_10_114_229_0_0.avi	104	110	14	32	4	123	2.4137 	1.6617 3.0385 4.1271 
OC_2,1_10_1_114_45_90.avi	33	110	4	1	4	1	1.4222 	2.8045 
OC_2,10_10_114_229_0_225.avi	208	110	0	43	0	34	0	1.8484 2.9135 
NO_4,10_10_1_229_0_90.avi	247	110	12	43	21	43	2.5976 4.5898 	1.6132 3.6368 
OB_4,10_10_1_229_0_225.avi	197	110	14	21	41	12	1.8165 3.9463 	2.7376 4.5946 
OC_4,10_10_1_229_0_157.5.avi	154	110	12	34	21	43	1.3027 4.4398 	1.9499 3.4694 
OB_OC_2,1_10_1_114_45_225.avi	232	110	1	1	3	1	1.6486 	2.3283 
NO_4,10_10_229_344_0_202.5.avi	234	110	34	14	43	14	1.469 3.0613 	2.2684 3.9255 
OB_2,10_10_1_114_0_45.avi	245	110	1	1	1	1	2.2841 	1.5799 
OB_4,1_1_1_119_0_180.avi	229	110	34	42	34	42	2.1292 5.4638 	3.4162 4.6175 
OC_4,1_10_1_344_45_135.avi	341	110	41	13	43	31	2.0642 3.8305 	1.3033 2.8726 
NO_4,10_10_1_344_0_315.avi	76	110	12	41	21	14	1.6367 4.3245 	2.6999 3.5007 
OB_4,10_10_1_344_0_45.avi	256	110	142	4	241	4	1.9143 2.8668 4.3453 	3.8586 
NO_4,10_10_1_229_0_270.avi	86	110	12	42	21	24	1.6603 3.6461 	2.9568 4.4699 
OB_2,10_10_229_344_0_0.avi	43	110	43	0	34	0	1.8006 2.9705 	0
NO_4,1_10_1_229_45_135.avi	219	110	41	31	14	31	1.2713 2.8087 	1.9755 3.7528 
NO_4,1_10_1_1_0_247.5.avi	163	110	123	1	213	1	2.561 3.1674 4.0795 	1.4788 
OB_OC_4,10_10_114_229_0_45.avi	166	110	14	21	41	21	3.2589 4.9225 	1.7325 4.332 
NO_2,10_10_1_229_0_180.avi	239	110	2	4	2	4	1.4168 	2.4147 
OC_2,10_10_114_344_0_315.avi	278	110	1	4	1	4	1.3761 	2.4488 
OB_OC_2,7_10_1_344_45_90.avi	127	110	4	4	4	4	1.1007 	2.1893 
OC_2,10_10_1_344_0_315.avi	239	110	1	4	1	4	2.9434 	1.8069 

