
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
OB_2,1_10_119_114_45_270.avi	175	110	32	0	34	0	0.97918 2.013 	0
OC_4,10_10_229_344_0_315.avi	142	110	43	41	34	14	1.4603 4.0199 	2.133 2.8057 
NO_4,1_10_1_229_0_22.5.avi	242	110	34	14	34	41	1.3118 3.8316 	2.0299 3.1345 
OB_OC_4,10_10_1_114_0_135.avi	267	110	42	14	42	14	2.0189 3.6661 	1.1069 2.8592 
OC_4,1_10_1_229_45_135.avi	188	110	41	31	41	31	1.7508 3.2064 	0.88758 4.4067 
OB_OC_2,1_10_1_229_45_270.avi	126	110	41	0	4	4	2.3404 	1.3483 
OC_4,1_1_1_119_0_180.avi	54	110	12	31	12	31	1.1652 2.373 	1.6773 3.509 
OC_4,1_10_1_1_0_202.5.avi	211	110	123	1	312	1	1.0312 1.6401 3.0564 	2.3602 
OB_4,1_10_119_229_45_45.avi	95	110	3412	0	1243	0	1.0454 1.9514 3.237 4.2543 	0
OB_OC_2,1_10_1_1_45_180.avi	17	110	2	4	2	4	0.99467 	1.8424 
OB_2,1_10_1_344_45_315.avi	272	110	12	0	21	0	1.0068 1.9763 	0
OB_OC_2,10_10_114_344_0_135.avi	88	110	1	4	1	4	1.1705 	2.2017 
OB_OC_4,1_7_1_1_45_90.avi	160	110	34	32	4	324	2.5415 	1.3412 4.4993 6.518 
OB_OC_4,1_10_1_114_45_270.avi	248	110	412	1	243	1	1.2281 2.2653 4.3712 	3.4352 
NO_4,1_10_119_344_45_90.avi	130	110	31	41	13	14	1.0456 3.2448 	2.0215 2.7022 
OC_2,10_10_1_344_0_0.avi	266	110	0	41	0	41	0	0.89874 1.8333 
OC_2,1_10_1_114_45_315.avi	143	110	2	1	2	1	1.2958 	0.79112 
OC_2,10_10_114_229_0_90.avi	247	110	1	4	14	0	1.2429 3.1294 	0
OC_2,1_1_1_119_0_270.avi	254	110	4	1	4	1	0.94187 	1.6605 
OB_2,1_10_119_114_45_180.avi	160	110	31	0	13	0	1.3963 2.3882 	0
NO_2,1_10_1_114_45_90.avi	8	110	4	1	4	1	1.2531 	2.0285 
OB_OC_2,10_10_1_114_0_315.avi	120	110	4	4	4	4	1.2931 	2.1508 
OC_2,10_10_229_344_0_270.avi	153	110	3	1	3	1	1.6981 	0.92966 
OB_4,1_10_1_229_45_0.avi	98	110	34	42	34	24	1.5657 3.2952 	0.9015 2.3991 
OB_OC_2,1_10_1_344_45_225.avi	71	110	34	0	42	0	1.3155 2.427 	0
OB_2,1_10_1_114_45_180.avi	296	110	1	1	1	1	0.96123 	1.6494 
NO_4,1_10_1_1_0_157.5.avi	155	110	234	2	243	2	1.0775 2.2001 4.5343 	3.3589 
OC_4,1_10_119_344_45_90.avi	320	110	31	41	31	14	1.9516 3.4392 	1.1039 2.5052 
OB_2,1_7_1_1_45_270.avi	141	110	34	0	43	0	1.309 2.277 	0
OB_4,1_10_1_1_45_225.avi	277	110	41	14	14	14	1.5711 2.5565 	0.8695 3.334 
OC_4,10_10_1_229_0_22.5.avi	143	110	1	134	1	413	2.2071 	1.4077 3.0713 3.888 
OB_OC_4,1_1_1_119_0_45.avi	292	110	41	34	432	4	0.87254 1.7692 4.2655 	5.4309 
NO_4,10_10_114_229_0_90.avi	272	110	1	432	1	423	3.8096 	1.5526 2.4173 3.2251 
NO_2,10_10_1_344_0_0.avi	136	110	0	41	0	14	0	0.85767 1.6012 
NO_4,1_10_1_229_45_0.avi	78	110	12	31	12	31	1.0935 2.8448 	0.69454 3.4622 
NO_2,10_10_114_344_0_270.avi	285	110	1	4	1	4	1.1028 	2.0383 
NO_2,1_10_119_1_45_315.avi	342	110	3	1	3	1	2.1275 	1.1445 
NO_2,10_10_114_229_0_225.avi	118	110	0	43	0	43	0	0.98188 2.07 
OC_4,1_10_1_114_45_0.avi	242	110	412	1	421	1	1.0101 2.3555 3.4995 	1.7317 
NO_2,10_10_1_114_0_225.avi	158	110	1	1	1	1	2.2992 	1.2735 

