
videoName	rotAngle	videoLength	firstTargets	secondTargets	clickedItemsfromFirstVid	clickedItemsfromSecondVid	respnseTimeFirstVid	respnseTimeSecondVid
OB_2,1_10_119_1_45_0.avi	301	110	1	1	1	1	2.5281 	1.4881 
OB_OC_4,7_10_1_344_45_135.avi	277	110	3241	0	23	31	1.9087 6.0366 	1.0823 2.8033 
OB_2,1_10_119_229_45_270.avi	61	110	41	0	12	0	0.96375 1.7881 	0
OB_OC_4,1_10_1_344_45_270.avi	311	110	412	4	234	4	1.2875 3.703 4.7811 	2.4858 
OC_4,1_10_1_229_45_0.avi	357	110	12	31	12	31	1.5507 2.2728 	1.0465 2.9121 
OB_2,7_10_1_344_45_0.avi	186	110	4	4	4	4	0.79563 	1.5083 
OC_4,10_10_1_229_0_292.5.avi	319	110	12	24	21	24	1.077 2.8603 	1.9806 3.9942 
OC_2,1_10_119_344_45_135.avi	212	110	1	1	1	1	1.8109 	0.80952 
OB_OC_4,1_10_119_114_45_90.avi	56	110	3412	0	2314	0	0.94776 1.7791 2.557 3.4027 	0
OB_OC_2,1_10_119_114_45_225.avi	72	110	3	1	3	1	2.1955 	3.1081 
NO_2,1_10_119_1_45_180.avi	147	110	1	1	3	1	1.1147 	2.3554 
OC_4,1_10_1_114_45_0.avi	270	110	412	1	124	1	1.1473 2.0499 3.5878 	2.7789 
OB_4,1_10_119_1_45_0.avi	298	110	341	1	43	12	1.9737 3.18 	1.0053 4.0297 
OC_4,1_10_1_229_0_22.5.avi	285	110	34	14	413	1	2.444 3.5859 4.2586 	1.6495 
OC_2,1_10_1_229_45_180.avi	115	110	4	3	4	3	1.987 	1.4269 
OC_4,1_10_1_229_0_112.5.avi	193	110	234	3	423	3	1.6367 3.013 3.7969 	2.2615 
OB_2,7_10_1_229_45_315.avi	33	110	41	0	41	0	0.71435 1.6095 	0
OC_2,1_10_119_1_45_315.avi	41	110	3	1	3	1	1.2066 	2.1346 
OB_4,10_10_1_114_0_45.avi	50	110	142	1	241	1	0.91171 1.9375 3.073 	3.6016 
OB_4,10_10_229_344_0_90.avi	245	110	42	41	42	14	1.3974 3.6539 	0.78256 2.1035 
NO_2,10_10_1_344_0_270.avi	179	110	1	4	1	4	1.2183 	2.2012 
NO_4,10_10_229_344_0_292.5.avi	69	110	34	14	34	14	1.1509 2.9406 	1.855 4.0302 
OB_OC_2,1_10_1_229_45_225.avi	179	110	12	0	12	0	1.164 1.9719 	0
OC_2,1_10_1_1_45_315.avi	54	110	12	0	12	0	0.81845 1.8248 	0
NO_4,1_10_1_114_45_0.avi	20	110	412	1	124	1	0.81731 1.5693 3.6099 	2.5297 
OC_2,1_10_1_1_45_180.avi	307	110	34	0	43	0	1.2882 2.3444 	0
NO_2,1_10_1_1_45_270.avi	202	110	31	0	13	0	1.3262 2.0234 	0
OB_OC_4,10_10_1_344_0_225.avi	335	110	142	1	421	1	1.9019 2.5562 3.6543 	1.116 
OB_OC_4,1_10_1_114_45_315.avi	251	110	341	4	432	4	0.90559 2.9367 4.0243 	1.9543 
OB_OC_2,1_10_1_344_45_135.avi	210	110	32	0	23	0	1.2529 2.5739 	0
OB_OC_4,10_10_1_229_0_180.avi	294	110	143	3	431	3	1.0895 1.5463 2.402 	3.3036 
OB_OC_2,7_10_1_1_45_135.avi	317	110	4	1	4	1	0.72759 	1.9997 
OB_OC_2,10_10_114_229_0_180.avi	357	110	14	0	41	0	1.1766 2.4642 	0
OC_4,10_10_229_344_0_315.avi	1	110	43	41	34	14	1.3055 3.9535 	2.0481 2.7861 
OC_4,1_1_1_119_0_180.avi	312	110	12	31	21	13	2.3332 4.0362 	1.484 3.2109 
NO_4,10_10_1_344_0_292.5.avi	221	110	12	14	12	14	0.98443 3.5346 	1.7923 2.6315 
OC_2,1_10_119_229_45_45.avi	357	110	0	43	0	34	0	1.172 2.1719 
OB_OC_4,1_10_1_229_45_135.avi	190	110	32	42	233	24	1.2973 2.2991 3.0347 	0.88379 3.4032 
OB_4,1_10_1_344_45_90.avi	173	110	341	4	423	4	0.88897 2.7293 3.6573 	1.8399 
NO_4,10_10_1_344_0_270.avi	289	110	12	41	12	14	1.0452 3.2454 	1.7169 2.3966 

